시도,시군구,기관유형,상위 보건기관명,보건기관명,주소,읍면동명,도서지역 여부,대표 전화번호
경기도,가평군,보건진료소,가평군보건소,임초리보건진료소,경기도 가평군 상면 청군로 699 (임초보건진료소) 임초리 보건진료소,상면,아니오,031-585-1736
경기도,가평군,보건진료소,가평군보건소,태봉리보건진료소,경기도 가평군 상면 아랫벌길 11 (태봉리보건소) 태봉리 보건진료소,상면,아니오,031-585-1568
경기도,가평군,보건진료소,가평군보건소,운악리보건진료소,경기도 가평군 조종면 현등사길 7-16 (하판보건진료소) 운악리 보건진료소,조종면,아니오,031-585-1128
경기도,가평군,보건진료소,가평군보건소,화악리보건진료소,경기도 가평군 북면 화악지암길 4 (화악보건진료소) 화악리 보건진료소,북면,아니오,031-582-3011
경기도,양평군,보건소,양평군보건소,양평군보건소,"경기도 양평군 양평읍 마유산로 17, 양평군보건소 (양평군보건소) .",양평읍,아니오,031-770-3524
경기도,양평군,일반보건지소,양평군보건소,단월보건지소,"경기도 양평군 단월면 보룡길 53-4, 단월보건지소 (단월보건지소) .",단월면,아니오,031-770-3554
경기도,양평군,일반보건지소,양평군보건소,서종보건지소,"경기도 양평군 서종면 북한강로 777, 서종보건소 (서종면사무소, 서종보건소) .",서종면,아니오,031-770-3553
경기도,양평군,일반보건지소,양평군보건소,양동보건지소,경기도 양평군 양동면 학둔지아래길 22 (양동면 보건지소) .,양동면,아니오,031-770-3556
경기도,양평군,일반보건지소,양평군보건소,강하보건지소,"경기도 양평군 강하면 운심길 44, 강하보건지소 (강하보건지소, 운심1리마을회관) .",강하면,아니오,031-770-3551
경기도,양평군,일반보건지소,양평군보건소,개군보건지소,경기도 양평군 개군면 하자포길33번길 6 (개군보건지소) .,개군면,아니오,031-770-3559
경기도,양평군,일반보건지소,양평군보건소,국수보건지소,경기도 양평군 양서면 복개길5번길 21 (양서면국수출장소) 국수보건지소,양서면,아니오,031-770-3552
경기도,양평군,일반보건지소,양평군보건소,용문보건지소,"경기도 양평군 용문면 용문로 393, 용문보건지소 (용문보건지소) .",용문면,아니오,031-770-3558
경기도,양평군,일반보건지소,양평군보건소,지평보건지소,"경기도 양평군 지평면 지평의병로116번길 7-1, 지평보건지소 (지평보건지소) .",지평면,아니오,031-770-3557
경기도,양평군,일반보건지소,양평군보건소,청운보건지소,"경기도 양평군 청운면 용두로164번길 7, 청운보건지소 (청운보건지소) .",청운면,아니오,031-770-3555
경기도,양평군,일반보건지소,양평군보건소,옥천보건지소,"경기도 양평군 옥천면 옥천체육공원길 34, 옥천보건지소 (옥천보건지소) .",옥천면,아니오,031-770-3560
경기도,양평군,보건진료소,양평군보건소,고송보건진료소,경기도 양평군 양동면 아랫고슬길8번길 5 (고송보건진료소) .,양동면,아니오,031-770-3461
경기도,양평군,보건진료소,양평군보건소,곡수보건진료소,"경기도 양평군 지평면 곡수길 52, 곡수보건진료소 (곡수보건진료소) .",지평면,아니오,031-770-3463
경기도,양평군,보건진료소,양평군보건소,금왕보건진료소,경기도 양평군 양동면 월리터1길 10 (금왕보건진료소) .,양동면,아니오,031-770-3460
경기도,양평군,보건진료소,양평군보건소,노문보건진료소,"경기도 양평군 서종면 화서1로 258, 노문보건진료소 (노문보건진료소) .",서종면,아니오,031-770-3453
경기도,양평군,보건진료소,양평군보건소,동오보건진료소,"경기도 양평군 강하면 동오1길 42, 동오보건진료소 (동오보건진료소) .",강하면,아니오,031-770-3452
경기도,양평군,보건진료소,양평군보건소,부안보건진료소,"경기도 양평군 단월면 단월로 326, 부안보건진료소 (부안보건진료소) .",단월면,아니오,031-770-3457
경기도,양평군,보건진료소,양평군보건소,산음보건진료소,"경기도 양평군 단월면 봉미산샘골길 10, 산음보건진료소 (산음보건진료소) .",단월면,아니오,031-770-3456
경기도,양평군,보건진료소,양평군보건소,세월보건진료소,경기도 양평군 강상면 세월길 139-1 (세월보건진료소) .,강상면,아니오,031-770-3451
경기도,양평군,보건진료소,양평군보건소,신론보건진료소,경기도 양평군 청운면 신론로 196 (신론보건진료소) .,청운면,아니오,031-770-3458
경기도,양평군,보건진료소,양평군보건소,조현보건진료소,"경기도 양평군 용문면 청용길 12, 조현보건소 (조현보건소) 조현보건진료소",용문면,아니오,031-770-3465
경기도,양평군,보건진료소,양평군보건소,계정보건진료소,경기도 양평군 양동면 양서북로 518 (계정보건진료소) .,양동면,아니오,031-770-3459
경기도,양평군,보건진료소,양평군보건소,일신보건진료소,경기도 양평군 지평면 구둔영화체험길 8 (일신보건진료소) .,지평면,아니오,031-770-3464
경기도,양평군,보건진료소,양평군보건소,정배보건진료소,경기도 양평군 서종면 중미산로 820 (정배보건진료소) .,서종면,아니오,031-770-3454
경기도,양평군,보건진료소,양평군보건소,단석보건진료소,경기도 양평군 양동면 거단길 163 (단석보건진료소) .,양동면,아니오,031-770-3462
경기도,양평군,보건진료소,양평군보건소,서후보건진료소,경기도 양평군 서종면 퉁점길 69-1 서후보건진료소,서종면,아니오,031-770-3455
경기도,양평군,보건진료소,양평군보건소,갈운보건진료소,경기도 양평군 청운면 경강로 4839 갈운보건진료소,청운면,아니오,031-770-3466
경기도,양평군,보건진료소,양평군보건소,삼산보건진료소,경기도 양평군 양동면 도소리길 33 (양동삼산보건진료소) .,양동면,아니오,031-770-3467
강원특별자치도,춘천시,보건소,춘천시보건소,춘천시보건소,"강원도 춘천시 중앙로 135 (중앙로3가, 춘천시보건소) 춘천시보건소",중앙로,아니오,033-250-3550
강원특별자치도,춘천시,일반보건지소,춘천시보건소,남산면보건지소,강원도 춘천시 남산면 강촌로 331 (남산면보건지소) 남산면보건지소,남산면,아니오,033-250-3886
강원특별자치도,춘천시,일반보건지소,춘천시보건소,동내면보건지소,"강원도 춘천시 동내면 동내로 78, 동내면보건지소 (동내면행정복지센터) 동내면보건지소",동내면,아니오,033-250-3882
강원특별자치도,춘천시,일반보건지소,춘천시보건소,동면보건지소,강원도 춘천시 동면 가산로 67 (동면보건지소) 동면보건지소,동면,아니오,033-250-3883
강원특별자치도,춘천시,일반보건지소,춘천시보건소,동산면보건지소,강원도 춘천시 동산면 조양길 270-1 (동산면보건지소) ,동산면,아니오,033-250-4615
강원특별자치도,춘천시,일반보건지소,춘천시보건소,북산면보건지소,"강원도 춘천시 북산면 북산로 495, 마동 (북산면보건지소) 북산면보건지소 마동",북산면,아니오,033-250-4653
강원특별자치도,춘천시,일반보건지소,춘천시보건소,사북면보건지소,강원도 춘천시 사북면 영서로 4723 (사북면보건지소) -,사북면,아니오,033-250-3888
강원특별자치도,춘천시,일반보건지소,춘천시보건소,서면보건지소,강원도 춘천시 서면 금산길 31-1 (서면보건지소) .,서면,아니오,033-250-3887
강원특별자치도,춘천시,일반보건지소,춘천시보건소,춘천시남면보건지소,"강원도 춘천시 남면 충효로 1130-10, 남면사무소 (남면행정복지센터) 남면보건지소",남면,아니오,033-250-3885
강원특별자치도,춘천시,일반보건지소,춘천시보건소,신북읍보건지소,"강원도 춘천시 신북읍 율문길 75-1, 신북읍보건지소 (신북읍보건지소) 신북읍보건지소",신북읍,아니오,033-250-4611
강원특별자치도,춘천시,일반보건지소,춘천시보건소,신동면보건지소,강원도 춘천시 신동면 김유정로 1418-1 (신동면보건지소) .,신동면,아니오,033-250-3895
강원특별자치도,춘천시,건강생활지원센터,춘천시보건소,춘천시건강생활지원센터,강원도 춘천시 우두하리길 21 (우두동) 건강생활지원센터,우두동,아니오,033-245-5564
강원특별자치도,춘천시,보건진료소,춘천시보건소,고탄보건진료소,"강원도 춘천시 사북면 춘화로 510-6, 고탄보건진료소 (고탄보건진료소) ",사북면,아니오,033-243-0213
강원특별자치도,춘천시,보건진료소,춘천시보건소,광판보건진료소,"강원도 춘천시 남산면 김유정로 209, A동 (광판보건진료소) 광판보건진료소",남산면,아니오,033-263-1576
강원특별자치도,춘천시,보건진료소,춘천시보건소,당림보건진료소,"강원도 춘천시 서면 당숲안길 82, 당림보건진료소 (당림보건진료소) 당림보건진료소",서면,아니오,033-263-2020
강원특별자치도,춘천시,보건진료소,춘천시보건소,방동보건진료소,강원도 춘천시 서면 방동길 7 (방동보건진료소) 방동보건진료소,서면,아니오,033-243-4082
강원특별자치도,춘천시,보건진료소,춘천시보건소,상걸보건진료소,"강원도 춘천시 동면 가락재로 1340, 상걸보건진료소 (상걸보건진료소) ",동면 상걸리,아니오,033-244-1527
강원특별자치도,춘천시,보건진료소,춘천시보건소,서상보건진료소,강원도 춘천시 서면 박사로 1348-34 (서상보건진료소) 서상보건진료,서면,아니오,033-244-5625
강원특별자치도,춘천시,보건진료소,춘천시보건소,오동보건진료소,"강원도 춘천시 신북읍 샘뜨락길 37, 오동보건진료소 (오동보건진료소) ",신북읍,아니오,033-241-6962
강원특별자치도,춘천시,보건진료소,춘천시보건소,원창보건진료소,"강원도 춘천시 동산면 새술막길 655, 보건진료소 (원창보건진료소,게이트볼장) 원창보건진료소",동산면,아니오,033-261-3325
강원특별자치도,춘천시,보건진료소,춘천시보건소,조교보건진료소,강원도 춘천시 북산면 원동조교로 392-26 (조교보건진료소) 조교보건진료소,북산면,아니오,033-243-9760
강원특별자치도,춘천시,보건진료소,춘천시보건소,지내보건진료소,"강원도 춘천시 신북읍 성문1길 64, 지내보건진료소 (지내보건진료소) ",신북읍,아니오,033-244-6902
강원특별자치도,춘천시,보건진료소,춘천시보건소,지암보건진료소,강원도 춘천시 사북면 화악지암길 439-3 (지암보건진료소) 지암보건지료소,사북면,아니오,033-243-5225
강원특별자치도,춘천시,보건진료소,춘천시보건소,가정보건진료소,"강원도 춘천시 남면 충효로 1417, 가정보건진료소 (가정보건진료소) ",남면,아니오,033-263-1955
강원특별자치도,춘천시,보건진료소,춘천시보건소,서천보건진료소,"강원도 춘천시 남산면 서백길 171, 서천보건진료소 (서천보건진료소) 서천보건진료소",남산면,아니오,033-263-4783
강원특별자치도,원주시,보건소,원주시보건소,원주시보건소,"강원도 원주시 원일로 139 (일산동, 시민문화센터) 원주시보건소",일산동,아니오,033-737-4011
강원특별자치도,원주시,일반보건지소,원주시보건소,문막읍보건지소,강원도 원주시 문막읍 건등로 11 (문막읍 행정복지센터) ,문막읍,아니오,033-737-4531
강원특별자치도,원주시,일반보건지소,원주시보건소,부론면보건지소,강원도 원주시 부론면 법천시장길 59 (부론면 행정복지센터) ,부론면,아니오,033-737-4535
강원특별자치도,원주시,일반보건지소,원주시보건소,소초면보건지소,강원도 원주시 소초면 치악로 2790 (소초면 행정복지센터) ,소초면,아니오,033-737-4532
강원특별자치도,원주시,일반보건지소,원주시보건소,신림면보건지소,강원도 원주시 신림면 치악로 28 (신림면 행정복지센터) ,신림면,아니오,033-737-4539
강원특별자치도,원주시,일반보건지소,원주시보건소,귀래면보건지소,강원도 원주시 귀래면 북원로 106 (귀래면 행정복지센터) ,귀래면,아니오,033-737-4536
강원특별자치도,원주시,일반보건지소,원주시보건소,지정면보건지소,강원도 원주시 지정면 간현로 126 (지정면 행정복지센터) ,지정면,아니오,033-737-4534
강원특별자치도,원주시,일반보건지소,원주시보건소,호저면보건지소,강원도 원주시 호저면 호저로 429 (호저면 행정복지센터) ,호저면,아니오,033-737-4533
강원특별자치도,원주시,일반보건지소,원주시보건소,흥업면보건지소,강원도 원주시 흥업면 울업1길 3 (흥업면 행정복지센터) ,흥업면,아니오,033-737-4537
강원특별자치도,원주시,일반보건지소,원주시보건소,판부면보건지소,"강원도 원주시 치악로 1501 (관설동, 판부보건지소) ",관설동,아니오,033-737-4538
강원특별자치도,원주시,건강생활지원센터,원주시보건소,남원주건강생활지원센터,강원도 원주시 단관공원길 86 (단구동) ,단구동,아니오,033-737-5205
강원특별자치도,원주시,건강생활지원센터,원주시보건소,서원주건강생활지원센터,강원도 원주시 지정면 가곡로 75-2 ,지정면,아니오,033-737-3721
강원특별자치도,원주시,보건진료소,원주시보건소,단강보건진료소,강원도 원주시 부론면 부귀로 753 (단강보건진료소) ,부론면,아니오,033-737-4525
강원특별자치도,원주시,보건진료소,원주시보건소,비두보건진료소,강원도 원주시 문막읍 귀문로 956 ,문막읍,아니오,033-737-4526
강원특별자치도,원주시,보건진료소,원주시보건소,사제보건진료소,강원도 원주시 흥업면 사제로 424 ,흥업면,아니오,033-737-4524
강원특별자치도,원주시,보건진료소,원주시보건소,산현보건진료소,강원도 원주시 호저면 칠봉로 380 ,호저면,아니오,033-737-4523
강원특별자치도,원주시,보건진료소,원주시보건소,고산보건진료소,강원도 원주시 호저면 광학로 16 ,호저면,아니오,033-737-4522
강원특별자치도,원주시,보건진료소,원주시보건소,판대보건진료소,강원도 원주시 지정면 장지길 2 ,지정면,아니오,033-737-4528
강원특별자치도,원주시,보건진료소,원주시보건소,학곡보건진료소,강원도 원주시 소초면 구룡사로 5 (학곡보건진료소) ,소초면,아니오,033-737-4521
강원특별자치도,원주시,보건진료소,원주시보건소,황둔보건진료소,강원도 원주시 신림면 신림황둔로 1213 ,신림면,아니오,033-737-4527
강원특별자치도,강릉시,보건소,강릉시보건소,강릉시보건소,"강원도 강릉시 남부로17번길 38 (내곡동, 강릉시보건소), 가동 강릉시보건소",내곡동,아니오,033-660-2018
강원특별자치도,강릉시,일반보건지소,강릉시보건소,강동보건지소,"강원도 강릉시 강동면 율곡로 2208, 강동보건지소 (강동면사무소) ",강동면,아니오,033-660-2546
강원특별자치도,강릉시,일반보건지소,강릉시보건소,구정보건지소,강원도 강릉시 구정면 새끼미길 99 (구정보건지소) ,구정면,아니오,033-660-2551
강원특별자치도,강릉시,일반보건지소,강릉시보건소,사천보건지소,강원도 강릉시 사천면 미노길 67 (사천면사무소) 사천보건지소,사천면,아니오,033-660-2350
강원특별자치도,강릉시,일반보건지소,강릉시보건소,성산보건지소,강원도 강릉시 성산면 구산길 20 (성산보건지소) ,성산면,아니오,033-660-2541
강원특별자치도,강릉시,일반보건지소,강릉시보건소,옥계보건지소,강원도 강릉시 옥계면 현내중길 8 (옥계보건지소) ,옥게면,아니오,033-660-2470
강원특별자치도,강릉시,일반보건지소,강릉시보건소,왕산보건지소,강원도 강릉시 왕산면 백두대간로 1991 (왕산보건지소) ,왕산면,아니오,033-660-2340
강원특별자치도,강릉시,통합보건지소,강릉시보건소,주문진통합보건지소,강원도 강릉시 주문진읍 항구로 19 주문진통합보건지소,주문진읍,아니오,033-660-3500
강원특별자치도,강릉시,일반보건지소,강릉시보건소,동부도시보건지소,"강원도 강릉시 강릉대로313번길 6 (포남동, 강릉시보건소 도시보건지소) ",포남동,아니오,033-660-2302
강원특별자치도,강릉시,건강생활지원센터,강릉시보건소,남부 건강생활지원센터,강원도 강릉시 성덕포남로 80-22 (입암동) 남부건강생활센터,입암동,아니오,033-660-2483
강원특별자치도,강릉시,보건진료소,강릉시보건소,고단보건진료소,강원도 강릉시 왕산면 왕산로 70 (고단보건진료소) ,왕산면,아니오,033-648-8606
강원특별자치도,강릉시,보건진료소,강릉시보건소,남양보건진료소,강원도 강릉시 옥계면 옥계로 712-2 (남양보건진료소) ,옥계면,아니오,033-535-6669
강원특별자치도,강릉시,보건진료소,강릉시보건소,보광보건진료소,강원도 강릉시 성산면 보현길 22-2 (보광보건진료소) ,성산면,아니오,033-647-9703
강원특별자치도,강릉시,보건진료소,강릉시보건소,사천진보건진료소,강원도 강릉시 사천면 진리항구2길 16 (사천진보건진료소) ,사천면,아니오,033-644-0195
강원특별자치도,강릉시,보건진료소,강릉시보건소,산계보건진료소,강원도 강릉시 옥계면 산계길 952-1 (산계보건진료소) ,옥계면,아니오,033-535-3309
강원특별자치도,강릉시,보건진료소,강릉시보건소,삼산보건진료소,강원도 강릉시 연곡면 삼산길 3 (삼산보건진료소) ,연곡면,아니오,033-661-4225
강원특별자치도,강릉시,보건진료소,강릉시보건소,임곡보건진료소,강원도 강릉시 강동면 임곡로 738 (임곡보건진료소) ,강동면,아니오,033-661-4225
강원특별자치도,강릉시,보건진료소,강릉시보건소,정동보건진료소,강원도 강릉시 강동면 헌화로 1054 (정동보건진료소) ,강동면,아니오,033-644-5537
강원특별자치도,강릉시,보건진료소,강릉시보건소,대기보건진료소,강원도 강릉시 왕산면 왕산로 1324-4 (대기보건진료소) ,왕산면,아니오,033-647-7358
강원특별자치도,동해시,보건소,동해시보건소,동해시보건소,"강원도 동해시 천곡로 100-2 (천곡동, 보건소) .",천곡동,아니오,033-530-2401
강원특별자치도,동해시,일반보건지소,동해시보건소,삼화보건지소,"강원도 동해시 무릉1길 10 (이로동, 삼화동행정복지센터) .",이로동(삼화동),아니오,033-530-2420
강원특별자치도,동해시,일반보건지소,동해시보건소,묵호보건지소,"강원특별자치도 동해시 발한로 227 (발한동, 묵호건강증진센터) .",묵호동,아니오,033-530-2426
강원특별자치도,동해시,건강생활지원센터,동해시보건소,북삼건강생활지원센터,"강원도 동해시 청운로 96 (쇄운동, 북삼건강생활지원센터) .",쇄운동,아니오,033-530-2423
강원특별자치도,태백시,보건소,태백시보건소,태백시보건소,"강원도 태백시 태백로 905 (황지동, 보건소) 태백시보건소",황지동,아니오,033-552-4000
강원특별자치도,태백시,일반보건지소,태백시보건소,철암보건지소,"강원특별자치도 태백시 철암길 16 (철암동, 철암보건지소) 철암보건지소",철암동,아니오,033-550-2717
강원특별자치도,태백시,보건진료소,태백시보건소,사조보건진료소,"강원특별자치도 태백시 백두대간로 1298 (상사미동, 사조보건진료소) 사조보건진료소",삼수동,아니오,033-550-2715
강원특별자치도,속초시,보건소,속초시보건소,속초시보건소,"강원특별자치도 속초시 수복로 36 (교동, 속초시보건소) 속초시보건소",교동,아니오,033-631-4000
강원특별자치도,삼척시,보건소,삼척시보건소,삼척시보건소,"강원도 삼척시 척주로 76 (남양동, 삼척시보건소) 삼척시보건소",남양동,아니오,033-572-4000
강원특별자치도,삼척시,일반보건지소,삼척시보건소,근덕보건지소,강원도 삼척시 근덕면 교가2길 10 (근덕보건지소) ,근덕면,아니오,033-573-0578
강원특별자치도,삼척시,일반보건지소,삼척시보건소,노곡보건지소,강원도 삼척시 노곡면 미근로 886 ,노곡면,아니오,033-572-5542
강원특별자치도,삼척시,일반보건지소,삼척시보건소,도계읍보건지소,강원도 삼척시 도계읍 전두안길 56 (도계보건출장소) ,도계읍,아니오,033-541-4000
강원특별자치도,삼척시,일반보건지소,삼척시보건소,미로보건지소,강원도 삼척시 미로면 적병길 8 (미로면사무소) 미로보건지소,미로면,아니오,033-572-0014
강원특별자치도,삼척시,일반보건지소,삼척시보건소,가곡보건지소,강원도 삼척시 가곡면 가곡천로 1455 (가곡보건지소) ,가곡면,아니오,033-572-7014
강원특별자치도,삼척시,일반보건지소,삼척시보건소,신기보건지소,강원도 삼척시 신기면 신기길 15 (신기면사무소) 신기보건지소,신기면,아니오,033-541-1900
강원특별자치도,삼척시,일반보건지소,삼척시보건소,원덕읍보건지소,강원도 삼척시 원덕읍 삼척로 445-53 (원덕보건출장소) ,원덕읍,아니오,033-573-4000
강원특별자치도,삼척시,일반보건지소,삼척시보건소,하장보건지소,강원도 삼척시 하장면 하장길 118 (하장면사무소) 하장보건지소,하장면,아니오,033-552-0008
강원특별자치도,삼척시,보건진료소,삼척시보건소,매원보건진료소,강원도 삼척시 근덕면 궁촌길 480 (매원보건진료소) ,근덕면,아니오,033-574-9400
강원특별자치도,삼척시,보건진료소,삼척시보건소,마읍보건진료소,강원도 삼척시 노곡면 문의재로 2559-17 (마읍보건진료소) ,노곡면,아니오,033-572-7765
강원특별자치도,삼척시,보건진료소,삼척시보건소,상정보건진료소,강원도 삼척시 미로면 상정길 83 (상정보건진료소) ,미로면,아니오,033-574-3417
강원특별자치도,삼척시,보건진료소,삼척시보건소,역둔보건진료소,강원도 삼척시 하장면 역둔원동로 1-8 (역둔출장소) 역둔보건진료소,하장면,아니오,033-552-0681
강원특별자치도,삼척시,보건진료소,삼척시보건소,임원보건진료소,강원도 삼척시 원덕읍 삼척로 1213 (임원보건진료소) ,원덕읍,아니오,033-572-5990
강원특별자치도,삼척시,보건진료소,삼척시보건소,장호보건진료소,강원도 삼척시 근덕면 삼척로 2110-20 (장호보건진료소) ,근덕면,아니오,033-572-4085
강원특별자치도,홍천군,보건소,홍천군보건소,홍천군보건소,강원특별자치도 홍천군 홍천읍 신장대로 5 (홍천군보건소) 홍천군보건소,홍천읍,아니오,033-430-4000
강원특별자치도,홍천군,일반보건지소,홍천군보건소,남면보건지소,강원특별자치도 홍천군 남면 양덕원로 104 (남면보건지소) 남면보건지소,남면,아니오,033-430-4115
강원특별자치도,홍천군,일반보건지소,홍천군보건소,내면보건지소,강원특별자치도 홍천군 내면 창촌로 57-15 (내면보건지소) 내면보건지소,내면,아니오,033-430-4125
강원특별자치도,홍천군,일반보건지소,홍천군보건소,내촌면보건지소,강원특별자치도 홍천군 내촌면 도관길 22-4 (내촌면보건지소) 내촌면보건지소,내촌면,아니오,033-430-4100
강원특별자치도,홍천군,일반보건지소,홍천군보건소,영귀미면보건지소,강원특별자치도 홍천군 영귀미면 공작산로 495 (동면보건지소) 영귀미면보건지소,영귀미면,아니오,033-430-4110
강원특별자치도,홍천군,일반보건지소,홍천군보건소,두촌면보건지소,강원특별자치도 홍천군 두촌면 자은장터길 4-4 (두촌면보건지소) 두촌면보건지소,두촌면,아니오,033-430-4095
강원특별자치도,홍천군,일반보건지소,홍천군보건소,서면보건지소,강원특별자치도 홍천군 서면 팔봉산로 621 (서면보건지소) 서면보건지소,서면,아니오,033-430-4120
강원특별자치도,홍천군,일반보건지소,홍천군보건소,서석면보건지소,강원특별자치도 홍천군 서석면 풍암길 12 (서석면보건지소) 서석면 보건지소,서석면,아니오,033-430-4105
강원특별자치도,홍천군,일반보건지소,홍천군보건소,화촌면보건지소,강원특별자치도 홍천군 화촌면 성산로 135 (화촌면보건지소) 화촌면보건지소,화촌면,아니오,033-430-4090
강원특별자치도,홍천군,건강생활지원센터,홍천군보건소,북방면건강생활지원센터,강원특별자치도 홍천군 북방면 상화계2길 17 건강생활지원센터,북방면,아니오,033-430-4131
강원특별자치도,홍천군,보건진료소,홍천군보건소,검산보건진료소,강원특별자치도 홍천군 서석면 용오름길 28-6 (검산리보건진료소) 검산보건진료소,서석면,아니오,033-430-4327
강원특별자치도,홍천군,보건진료소,홍천군보건소,광원보건진료소,강원특별자치도 홍천군 내면 구룡령로 6389 광원보건진료소,내면,아니오,033-430-4338
강원특별자치도,홍천군,보건진료소,홍천군보건소,구성포보건진료소,강원특별자치도 홍천군 화촌면 가락재로 1176 (구성포보건진료소) 구성포보건진료소,화촌면,아니오,033-430-4321
강원특별자치도,홍천군,보건진료소,홍천군보건소,굴업보건진료소,강원특별자치도 홍천군 서면 한서로 2119-7 (굴업보건진료소) 굴업보건진료소,서면,아니오,033-430-4332
강원특별자치도,홍천군,보건진료소,홍천군보건소,모곡보건진료소,강원특별자치도 홍천군 서면 한서로 891 (모곡보건진료소) 모곡보건진료소,서면,아니오,033-430-4333
강원특별자치도,홍천군,보건진료소,홍천군보건소,물걸보건진료소,강원특별자치도 홍천군 내촌면 동창로181번길 7 (물걸보건진료소) 물걸보건진료소,내촌면,아니오,033-430-4324
강원특별자치도,홍천군,보건진료소,홍천군보건소,성동보건진료소,강원특별자치도 홍천군 북방면 성동로 841 (성동보건지소) 성동보건진료소,북방면,아니오,033-430-4336
강원특별자치도,홍천군,보건진료소,홍천군보건소,수하보건진료소,강원특별자치도 홍천군 서석면 행치령로 710 (수하보건진료소) 수하보건진료소,서석면,아니오,033-430-4325
강원특별자치도,홍천군,보건진료소,홍천군보건소,시동보건진료소,강원특별자치도 홍천군 남면 시동안로227번길 17 (시동보건진료소) 시동보건진료소,남면,아니오,033-430-4330
강원특별자치도,홍천군,보건진료소,홍천군보건소,어유포보건진료소,강원특별자치도 홍천군 서면 팔봉산로 1178-19 (어유포보건진료소) 어유포보건진료소,서면,아니오,033-430-4334
강원특별자치도,홍천군,보건진료소,홍천군보건소,역전평보건진료소,"강원특별자치도 홍천군 북방면 팔봉산로 2215, 역전평보건진료소 (역전평보건진료소) 역전평보건진료소",북방면,아니오,033-430-4335
강원특별자치도,홍천군,보건진료소,홍천군보건소,장평보건진료소,강원특별자치도 홍천군 화촌면 구룡령로 1171-3 (장평보건진료소) 장평보건진료소,화촌면,아니오,033-430-4322
강원특별자치도,홍천군,보건진료소,홍천군보건소,제곡보건진료소,강원특별자치도 홍천군 남면 남노일로 579 (제곡보건진료소) 제곡보건진료소,남면,아니오,033-033-4331
강원특별자치도,홍천군,보건진료소,홍천군보건소,좌운보건진료소,강원특별자치도 홍천군 영귀미면 금계로 1547 (좌운보건진료소) 좌운보건진료소,영귀미면,아니오,033-430-4328
강원특별자치도,홍천군,보건진료소,홍천군보건소,철정보건진료소,강원특별자치도 홍천군 두촌면 향교골길 17 철정보건진료소,두촌면,아니오,033-430-4323
강원특별자치도,홍천군,보건진료소,홍천군보건소,청량보건진료소,강원특별자치도 홍천군 서석면 청량로 19 (청량보건진료소) 청량보건진료소,서석면,아니오,033-430-4326
강원특별자치도,홍천군,보건진료소,홍천군보건소,개운보건진료소,강원특별자치도 홍천군 영귀미면 성수개운길 178 (개운리보건진료소) 개운보건진료소,영귀미면,아니오,033-430-4329
강원특별자치도,홍천군,보건진료소,홍천군보건소,방내보건진료소,강원특별자치도 홍천군 내면 방내시장길 19 (방내보건진료소) 방내보건진료소,내면,아니오,033-430-4337
강원특별자치도,횡성군,보건소,횡성군보건소,횡성군보건소,강원도 횡성군 횡성읍 횡성로 379 (횡성보건소) 횡성군보건소,횡성읍,아니오,033-340-5613
강원특별자치도,횡성군,일반보건지소,횡성군보건소,강림보건지소,강원도 횡성군 강림면 태종로 42 강림보건지소,강림면,아니오,033-340-5791
강원특별자치도,횡성군,일반보건지소,횡성군보건소,공근보건지소,강원도 횡성군 공근면 학담시장길 12 (공근보건지소) 공근보건지소,공근면,아니오,033-340-5771
강원특별자치도,횡성군,일반보건지소,횡성군보건소,둔내보건지소,"강원도 횡성군 둔내면 둔내로51번길 17 (둔내면사무소, 둔내보건지소) 둔내보건지소",둔내면,아니오,033-340-5741
강원특별자치도,횡성군,일반보건지소,횡성군보건소,서원보건지소,강원도 횡성군 서원면 서원로 164 (서원119지역대) 서원보건지소,서원면,아니오,033-340-5781
강원특별자치도,횡성군,일반보건지소,횡성군보건소,우천보건지소,강원도 횡성군 우천면 우항1길 5-34 (우천보건지소) 우천보건지소,우천면,아니오,033-340-5721
강원특별자치도,횡성군,일반보건지소,횡성군보건소,청일보건지소,강원도 횡성군 청일면 유동로 17-1 (청일보건지소) 청일보건지소,청일면,아니오,033-340-5761
강원특별자치도,횡성군,일반보건지소,횡성군보건소,횡성군갑천보건지소,강원도 횡성군 갑천면 청정로매일3길 4 (갑천보건지소) 갑천보건지소,갑천면,아니오,033-340-5751
강원특별자치도,횡성군,일반보건지소,횡성군보건소,횡성군안흥보건지소,강원도 횡성군 안흥면 안흥로 31 (안흥보건진료소) 안흥보건지소,안흥면,아니오,033-340-5731
강원특별자치도,횡성군,보건진료소,횡성군보건소,봉덕보건진료소,강원도 횡성군 청일면 봉덕로 305 (봉덕보건진료소) 봉덕보건진료소,청일면,아니오,033-342-5619
강원특별자치도,횡성군,보건진료소,횡성군보건소,소사보건진료소,강원도 횡성군 안흥면 봉화로소사9길 43 (소사보건소) 소사보건진료소,안흥면,아니오,033-342-9704
강원특별자치도,횡성군,보건진료소,횡성군보건소,유현보건진료소,강원도 횡성군 서원면 경강로유현11길 2 (유현보건진료소) 유현보건진료소,서원면,아니오,033-342-0087
강원특별자치도,횡성군,보건진료소,횡성군보건소,정금보건진료소,강원도 횡성군 우천면 하궁로 21 정금보건진료소,우천면,아니오,033-342-2606
